Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Ghosh, Gourisankar",CHEM 114D,FA16,27,11,0.9,1.0,6.72,3.5,3.49
"Rinehart, Jeffrey Dennis",CHEM 120A,FA16,161,86,0.941,0.976,7.31,3.25,2.74
"Yuen Zhou, Joel",CHEM 127,FA16,126,101,0.64,0.62,8.02,2.86,2.94
"Sinha, Amitabha",CHEM 130,FA16,80,34,0.727,0.667,9.25,2.94,2.7
"Oconnor, Joseph M.",CHEM 140A,FA16,381,195,0.8109999999999999,0.767,9.47,2.95,2.76
"Yang, Jerry",CHEM 140A,FA16,193,86,0.765,0.667,8.38,2.91,2.65
"Ternansky, Robert J.",CHEM 140A,FA16,188,128,0.863,0.863,9.79,2.92,2.7
"Perrin, Charles L.",CHEM 140A,FA16,349,192,0.8270000000000001,0.8320000000000001,8.49,3.03,2.66
"Albizati, Kim F.",CHEM 140A,FA16,158,81,0.9620000000000001,0.987,7.73,3.04,2.61
"Theodorakis, Emmanouil",CHEM 140B,FA16,142,77,0.865,0.892,7.13,3.05,2.66
"Hoeger, Carl",CHEM 140B,FA16,136,61,0.755,0.8490000000000001,9.62,3.06,2.63
"Hermann, Thomas",CHEM 140C,FA16,283,116,0.9,0.9640000000000001,6.63,3.23,3.01
"Cao, Kevin Jay",CHEM 143A,FA16,460,236,0.868,0.895,5.93,3.28,3.21
"Ternansky, Robert J.",CHEM 143C,FA16,53,23,0.909,0.727,8.39,2.89,3.2
"Theodorakis, Emmanouil",CHEM 152,FA16,44,22,0.773,0.818,3.95,3.27,3.48
"Tor, Yitzhak",CHEM 154,FA16,39,22,0.9470000000000001,1.0,6.71,3.67,3.58
"Pomeroy, Robert S.",CHEM 172,FA16,69,26,1.0,1.0,5.62,2.92,2.78
"Hoeger, Carl",CHEM 4,FA16,235,139,0.857,0.865,6.96,2.8,2.75
"Berniolles, Sandrine",CHEM 6A,FA16,397,220,0.937,0.879,6.35,3.15,3.06
"Berniolles, Sandrine",CHEM 6A,FA16,205,121,0.955,0.9359999999999999,6.5,3.13,3.06
"Brydges, Stacey",CHEM 6A,FA16,329,190,0.961,0.956,6.96,3.42,3.1
"Johnson, Christina A",CHEM 6A,FA16,425,245,0.935,0.978,7.88,3.0,3.18
"Johnson, Christina A",CHEM 6A,FA16,433,275,0.927,0.943,7.35,3.1,3.18
"Crowell, John E",CHEM 6A,FA16,326,188,0.873,0.53,7.67,3.02,2.72
"Moore, Amy Lea",CHEM 6A,FA16,327,197,0.945,0.9009999999999999,6.3,3.31,3.08
"Lam, Tin Yiu",CHEM 6A,FA16,193,116,0.91,0.856,6.68,3.26,2.88
"Albizati, Kim F.",CHEM 6A,FA16,217,120,0.929,0.92,5.77,3.49,3.01
"Tauber, Michael",CHEM 6AH,FA16,125,86,0.785,0.759,8.35,3.3,3.34
"Bussey, Thomas J",CHEM 6B,FA16,210,106,0.8909999999999999,0.99,5.79,3.19,2.7
"Bussey, Thomas J",CHEM 6C,FA16,385,172,0.97,0.982,6.61,3.21,2.81
"Kim, Judy E.",CHEM 7L,FA16,347,182,0.7659999999999999,0.743,7.17,3.2,2.97
"Kim, Judy E.",CHEM 7L,FA16,336,165,0.765,0.81,6.33,3.22,2.97
"Pomeroy, Robert S.",CHEM 100A,SP16,80,41,0.6920000000000001,0.897,7.83,3.03,2.8
"Pomeroy, Robert S.",CHEM 100B,SP16,20,6,1.0,1.0,5.3,3.2,2.98
"Xiong, Wei",CHEM 105A,SP16,46,20,0.556,0.889,8.5,3.06,3.23
"Huang, Xuemei",CHEM 108,SP16,51,18,1.0,1.0,9.43,3.47,3.48
"Mrse, Anthony Adrian",CHEM 108,SP16,51,17,1.0,1.0,9.43,3.47,3.48
"Wang, Wei",CHEM 11,SP16,199,170,0.812,0.7290000000000001,4.05,3.36,3.13
"Wollman, Roy",CHEM 114B,SP16,38,15,1.0,0.7140000000000001,5.93,3.64,3.2
"Joseph, Simpson",CHEM 114C,SP16,148,44,0.773,0.614,6.95,3.0,2.7
"Crowell, John E",CHEM 126,SP16,44,16,0.733,0.8,8.23,2.73,2.97
"Villa Rodriguez, Elizabeth",CHEM 127,SP16,90,62,0.82,0.902,5.71,3.15,2.91
"Opella, Stanley J",CHEM 13,SP16,60,29,0.444,0.556,4.57,3.07,2.91
"Galperin, Michael",CHEM 132,SP16,42,23,0.7390000000000001,0.826,7.77,2.85,2.77
"Ternansky, Robert J.",CHEM 140A,SP16,209,109,0.7859999999999999,0.825,9.85,2.86,2.67
"Siegel, Dionicio R.",CHEM 140B,SP16,387,276,0.9259999999999999,0.9590000000000001,6.94,3.16,2.34
"Weizman, Haim",CHEM 140B,SP16,323,119,0.722,0.852,8.48,2.76,2.63
"Albizati, Kim F.",CHEM 140C,SP16,403,144,0.858,0.9329999999999999,7.97,3.13,2.72
"Hoeger, Carl",CHEM 140C,SP16,195,84,0.833,0.8079999999999999,8.53,2.99,3.04
"Tor, Yitzhak",CHEM 140CH,SP16,70,36,0.943,0.971,6.96,3.65,3.67
"Albizati, Kim F.",CHEM 143A,SP16,458,167,0.88,0.98,6.51,3.33,3.03
"Ternansky, Robert J.",CHEM 143B,SP16,82,30,0.963,0.9259999999999999,6.81,3.12,3.3
"Weizman, Haim",CHEM 151,SP16,64,36,0.879,0.909,3.77,3.42,3.57
"Burkart, Michael D",CHEM 157,SP16,26,10,0.9,1.0,4.7,3.2,3.26
"Baker, Timothy Stanley",CHEM 164,SP16,30,12,0.75,0.917,5.83,3.33,3.24
"Dickson, Andrew Gilmore",CHEM 174,SP16,34,12,0.778,0.889,4.72,3.44,2.79
"Tezcan, Faik",CHEM 6A,SP16,108,43,0.85,0.675,6.19,3.08,2.54
"Fisher, Kaitlin Mallory",CHEM 6B,SP16,350,173,0.941,0.988,7.11,3.23,3.23
"Fisher, Kaitlin Mallory",CHEM 6B,SP16,185,87,0.9179999999999999,0.988,6.55,3.17,3.2
"Hoeger, Carl",CHEM 6C,SP16,197,94,0.9329999999999999,0.843,6.91,3.26,2.88
"Brydges, Stacey",CHEM 6C,SP16,356,169,0.929,0.955,6.7,3.21,3.2
"Johnson, Christina A",CHEM 6C,SP16,353,165,0.86,0.809,8.14,2.89,2.86
"Johnson, Christina A",CHEM 6C,SP16,400,202,0.872,0.857,8.25,2.82,2.83
"Kubiak, Clifford Paul",CHEM 6CH,SP16,91,44,0.7859999999999999,0.905,6.55,3.56,3.53
"Berniolles, Sandrine",CHEM 7L,SP16,273,107,0.8059999999999999,0.922,5.01,3.41,3.06
"Berniolles, Sandrine",CHEM 7L,SP16,273,119,0.7959999999999999,0.8320000000000001,5.82,3.24,3.03
"Brydges, Stacey",CHEM 7LM,SP16,93,50,0.9570000000000001,0.9570000000000001,10.85,3.45,3.54
"Tauber, Michael",CHEM 100A,WI16,57,28,0.679,0.643,8.29,3.04,2.83
"Pomeroy, Robert S.",CHEM 100B,WI16,21,9,1.0,0.889,8.06,3.33,3.13
"Crowell, John E",CHEM 105A,WI16,25,14,0.7140000000000001,0.7859999999999999,11.58,3.08,3.14
"Johnson, Christina A",CHEM 109,WI16,61,17,0.813,0.875,12.5,3.56,3.33
"Bussey, Thomas J",CHEM 114A,WI16,91,48,0.909,0.932,8.09,3.3,2.99
"Komives, Elizabeth A",CHEM 114B,WI16,123,66,0.927,0.945,7.59,3.24,3.22
"Amaro, Rommie E",CHEM 118,WI16,97,36,1.0,0.971,5.13,3.4,3.49
"Dibrov, Sergey M",CHEM 12,WI16,152,137,0.75,0.787,4.4,3.2,2.64
"Figueroa, Joshua",CHEM 120A,WI16,80,43,0.875,0.825,8.24,2.92,2.78
"Sailor, Michael Joseph",CHEM 120B,WI16,43,21,1.0,1.0,4.71,3.5,3.54
"Paesani, Francesco",CHEM 126,WI16,130,62,0.789,0.9470000000000001,7.94,3.11,2.84
"Weare, John H.",CHEM 131,WI16,54,32,0.531,0.344,7.47,2.81,3.22
"Bertrand, Guy",CHEM 140A,WI16,376,189,0.9059999999999999,0.972,6.83,3.25,2.75
"Gianneschi, Nathan",CHEM 140A,WI16,272,131,0.8,0.62,8.33,2.74,2.78
"Albizati, Kim F.",CHEM 140B,WI16,407,193,0.909,0.978,8.2,3.09,2.72
"Ternansky, Robert J.",CHEM 140B,WI16,196,127,0.87,0.878,9.39,3.1,2.68
"Burkart, Michael D",CHEM 140B,WI16,376,199,0.877,0.9440000000000001,8.56,3.1,2.72
"Weizman, Haim",CHEM 140BH,WI16,64,43,0.93,0.93,8.31,3.49,3.66
"Godula, Kamil",CHEM 140C,WI16,184,171,0.871,0.929,7.36,3.09,2.72
"Ternansky, Robert J.",CHEM 143A,WI16,404,197,0.787,0.649,7.17,2.99,3.11
"Weizman, Haim",CHEM 143AM,WI16,64,36,0.912,0.941,8.09,3.29,2.97
"Albizati, Kim F.",CHEM 143B,WI16,86,38,0.941,0.971,5.83,3.45,3.14
"Devaraj, Neal Krishna",CHEM 168,WI16,52,21,0.9520000000000001,0.9520000000000001,5.36,3.24,3.26
"Pomeroy, Robert S.",CHEM 172,WI16,39,17,0.941,1.0,6.26,3.18,2.95
"Dibrov, Sergey M",CHEM 6A,WI16,128,87,0.7829999999999999,0.47,6.25,2.44,2.24
"Dembinski, Holly",CHEM 6A,WI16,248,125,0.826,0.461,6.19,2.47,2.78
"Fisher, Kaitlin Mallory",CHEM 6A,WI16,211,103,0.9279999999999999,0.938,6.64,3.08,3.19
"Trogler, William C",CHEM 6B,WI16,384,225,0.9259999999999999,0.7959999999999999,6.28,3.39,3.24
"Kummel, Andrew C",CHEM 6B,WI16,378,242,0.909,0.9129999999999999,6.25,3.26,2.86
"Hamaoka, Brent Y",CHEM 6B,WI16,153,85,0.833,0.513,5.29,3.08,2.79
"Hoeger, Carl",CHEM 6B,WI16,375,227,0.925,0.868,7.57,3.12,2.83
"Johnson, Christina A",CHEM 6B,WI16,428,261,0.894,0.9209999999999999,7.65,3.1,3.03
"Paesani, Francesco",CHEM 6BH,WI16,104,79,0.882,0.9740000000000001,7.37,3.57,3.46
"Hoeger, Carl",CHEM 6C,WI16,155,73,0.875,0.861,7.97,2.69,2.73
"Berniolles, Sandrine",CHEM 7L,WI16,225,94,0.8170000000000001,0.878,6.06,3.12,3.05
"Berniolles, Sandrine",CHEM 7L,WI16,205,111,0.846,0.875,5.94,3.26,3.05
"Fisher, Kaitlin Mallory",CHEM 7L,WI16,131,76,0.833,0.986,6.09,3.43,3.32
"Brydges, Stacey",CHEM 7LM,WI16,77,42,0.976,1.0,8.83,3.55,3.65
"Pomeroy, Robert S.",CHEM 100A,FA15,121,60,0.759,0.81,7.64,3.26,3.0
"Xiong, Wei",CHEM 105A,FA15,30,5,1.0,1.0,8.5,3.6,3.06
"Ghosh, Gourisankar",CHEM 108,FA15,57,20,1.0,0.75,5.17,3.53,3.42
"Brydges, Stacey",CHEM 11,FA15,197,91,0.909,0.9890000000000001,4.91,3.31,3.22
"Toor, Navtej",CHEM 114A,FA15,190,83,0.889,0.852,6.53,3.26,3.09
"Ghosh, Gourisankar",CHEM 114D,FA15,29,4,0.5,0.75,5.5,3.25,3.47
"Rinehart, Jeffrey Dennis",CHEM 120A,FA15,116,58,0.9059999999999999,0.925,5.13,3.33,2.91
"Yuen Zhou, Joel",CHEM 127,FA15,113,55,0.49,0.33299999999999996,8.62,3.04,2.77
"Sinha, Amitabha",CHEM 130,FA15,85,44,0.628,0.674,8.75,2.8,2.4
"Oconnor, Joseph M.",CHEM 140A,FA15,392,161,0.8390000000000001,0.879,9.65,3.07,2.72
"Yang, Jerry",CHEM 140A,FA15,257,108,0.868,0.84,8.44,3.13,2.79
"Ternansky, Robert J.",CHEM 140A,FA15,248,146,0.804,0.696,10.78,2.68,2.68
"Perrin, Charles L.",CHEM 140A,FA15,341,171,0.82,0.919,8.71,2.99,2.75
"Theodorakis, Emmanouil",CHEM 140B,FA15,347,118,0.7979999999999999,0.9079999999999999,8.09,2.89,2.78
"Hermann, Thomas",CHEM 140C,FA15,204,128,0.8390000000000001,0.895,7.95,3.17,2.76
"Ternansky, Robert J.",CHEM 143A,FA15,410,186,0.8270000000000001,0.851,6.63,3.21,3.09
"Albizati, Kim F.",CHEM 143C,FA15,66,31,0.9670000000000001,1.0,6.17,3.3,3.29
"Theodorakis, Emmanouil",CHEM 152,FA15,22,10,1.0,1.0,4.5,3.63,3.92
"Tor, Yitzhak",CHEM 154,FA15,38,14,0.9229999999999999,1.0,5.83,3.33,3.41
"Pomeroy, Robert S.",CHEM 171,FA15,110,46,0.867,0.889,5.8,3.07,2.72
"Hoeger, Carl",CHEM 4,FA15,245,146,0.889,0.8959999999999999,6.89,2.73,2.96
"Zimmermann, Joerg",CHEM 6A,FA15,342,229,0.858,0.647,6.72,3.03,3.09
"Crowell, John E",CHEM 6A,FA15,413,228,0.8170000000000001,0.349,6.99,2.98,2.79
"Dembinski, Holly",CHEM 6A,FA15,355,183,0.866,0.555,6.25,3.02,2.94
"Johnson, Christina A",CHEM 6A,FA15,422,230,0.943,0.981,6.86,3.26,3.16
"Bussey, Thomas J",CHEM 6A,FA15,404,246,0.953,0.953,6.46,3.28,2.97
"Crowell, John E",CHEM 6A,FA15,352,191,0.769,0.387,7.22,3.04,2.79
"Bussey, Thomas J",CHEM 6A,FA15,359,195,0.93,0.973,6.2,3.27,2.97
"Kim, Judy E.",CHEM 6AH,FA15,157,98,0.63,0.9129999999999999,8.74,3.12,3.17
"Hoeger, Carl",CHEM 6B,FA15,220,89,0.89,0.89,7.83,2.91,2.64
"Johnson, Christina A",CHEM 6C,FA15,356,144,0.8959999999999999,0.948,8.29,2.91,2.64
"Berniolles, Sandrine",CHEM 7L,FA15,268,121,0.8,0.89,5.88,3.25,3.04
"Berniolles, Sandrine",CHEM 7L,FA15,266,105,0.835,0.8759999999999999,6.5,3.35,3.04
"Hamaoka, Brent Y",CHEM 7L,FA15,132,60,0.946,0.821,7.01,3.35,3.42
"Leigh, Brian",CHEM 100A,SP15,62,28,0.833,0.833,7.28,3.05,2.79
"Pomeroy, Robert S.",CHEM 100B,SP15,25,9,0.875,0.875,12.5,3.13,2.98
"Crowell, John E",CHEM 105A,SP15,42,16,0.5329999999999999,0.6,10.1,3.0,2.97
"Mrse, Anthony Adrian",CHEM 108,SP15,46,18,0.8240000000000001,0.941,8.85,3.56,3.4
"Wang, Wei",CHEM 11,SP15,158,58,0.754,0.561,4.08,3.64,2.95
"Komives, Elizabeth A",CHEM 113,SP15,21,6,1.0,1.0,7.3,4.0,3.8
"Wollman, Roy",CHEM 114B,SP15,32,23,0.773,0.818,6.5,3.33,3.06
"Joseph, Simpson",CHEM 114C,SP15,174,55,0.88,0.86,6.24,3.38,2.81
"Rinehart, Jeffrey Dennis",CHEM 120A,SP15,103,50,0.875,0.958,7.0,3.31,2.88
"Sailor, Michael Joseph",CHEM 120B,SP15,48,22,0.8640000000000001,0.909,5.26,3.45,3.17
"Crowell, John E",CHEM 126,SP15,63,25,0.56,0.48,6.95,3.0,2.59
"Tauber, Michael",CHEM 127,SP15,59,27,0.889,0.852,6.57,3.08,2.66
"Opella, Stanley J",CHEM 13,SP15,51,18,0.625,0.875,4.0,2.88,2.95
"Galperin, Michael",CHEM 132,SP15,35,14,0.7140000000000001,1.0,6.65,3.0,2.67
"Ternansky, Robert J.",CHEM 140A,SP15,218,89,0.7440000000000001,0.7909999999999999,9.86,2.77,2.6
"Molinski, Tadeusz",CHEM 140B,SP15,118,38,0.605,0.289,8.55,2.59,2.63
"Whitesell, James K.",CHEM 140B,SP15,389,153,0.7190000000000001,0.489,5.8,3.25,2.73
"Albizati, Kim F.",CHEM 140C,SP15,383,128,0.88,0.9490000000000001,8.21,3.22,2.74
"Hoeger, Carl",CHEM 140C,SP15,111,49,0.723,0.83,8.23,2.93,2.89
"Tor, Yitzhak",CHEM 140CH,SP15,48,25,0.9129999999999999,0.9570000000000001,7.68,3.43,3.72
"Albizati, Kim F.",CHEM 143A,SP15,367,130,0.9079999999999999,0.9670000000000001,6.42,3.39,3.05
"Albizati, Kim F.",CHEM 143A,SP15,89,31,0.966,1.0,8.22,3.27,3.05
"Ternansky, Robert J.",CHEM 143B,SP15,84,36,0.882,0.941,6.85,3.09,3.25
"Burkart, Michael D",CHEM 157,SP15,36,11,0.909,0.727,5.59,2.82,3.06
"Baker, Timothy Stanley",CHEM 164,SP15,43,17,0.813,1.0,5.3,3.63,3.21
"Swift, Robert Vernon",CHEM 167,SP15,24,10,1.0,1.0,6.06,3.56,3.2
"Zimmermann, Joerg",CHEM 6A,SP15,125,47,0.841,0.591,4.59,3.0,2.64
"Johnson, Christina A",CHEM 6B,SP15,373,165,0.848,0.9179999999999999,7.67,2.83,2.64
"Hamaoka, Brent Y",CHEM 6B,SP15,176,61,0.857,0.7140000000000001,5.88,2.82,2.46
"Hoeger, Carl",CHEM 6C,SP15,247,109,0.897,0.8690000000000001,7.29,2.98,2.85
"Brydges, Stacey",CHEM 6C,SP15,400,177,0.9009999999999999,0.983,6.28,3.2,3.11
"Pomeroy, Robert S.",CHEM 6C,SP15,300,139,0.843,0.642,6.19,3.11,2.94
"Johnson, Christina A",CHEM 6C,SP15,396,184,0.888,0.9159999999999999,8.31,3.07,2.95
"Kubiak, Clifford Paul",CHEM 6CH,SP15,71,39,0.919,0.919,6.93,3.25,3.27
"Berniolles, Sandrine",CHEM 7L,SP15,266,91,0.8390000000000001,0.851,5.66,3.29,2.96
"Berniolles, Sandrine",CHEM 7L,SP15,270,96,0.835,0.89,6.25,3.05,2.96
"Brydges, Stacey",CHEM 7LM,SP15,94,57,0.9109999999999999,0.9109999999999999,9.75,3.38,3.58
"Tauber, Michael",CHEM 100A,WI15,45,25,0.682,0.455,9.55,2.76,2.78
"Magde, Douglas",CHEM 105A,WI15,45,14,0.833,0.917,9.59,3.09,3.01
"Zimmermann, Joerg",CHEM 105A,WI15,45,14,0.833,0.833,9.59,3.09,3.01
"Johnson, Christina A",CHEM 109,WI15,79,29,0.963,0.963,9.54,3.46,3.39
"Toor, Navtej",CHEM 114A,WI15,104,53,0.941,0.961,6.15,3.24,2.99
"Komives, Elizabeth A",CHEM 114B,WI15,134,58,0.852,0.963,6.96,3.21,3.26
"Devaraj, Neal Krishna",CHEM 116,WI15,25,6,0.833,1.0,6.5,3.6,3.4
"Tukey, Robert H",CHEM 118,WI15,118,45,0.9209999999999999,0.868,5.87,3.34,2.84
"Dibrov, Sergey M",CHEM 12,WI15,149,125,0.696,0.752,4.6,2.94,2.78
"Figueroa, Joshua",CHEM 120A,WI15,123,62,0.867,0.9329999999999999,6.31,3.23,2.71
"Paesani, Francesco",CHEM 126,WI15,149,65,0.645,0.903,8.57,3.08,2.58
"Weare, John H.",CHEM 131,WI15,62,32,0.633,0.2,8.09,3.0,2.93
"Bertrand, Guy",CHEM 140A,WI15,408,175,0.9259999999999999,0.9690000000000001,6.18,3.35,2.78
"Gianneschi, Nathan",CHEM 140A,WI15,320,129,0.861,0.754,7.41,2.76,2.45
"Guerrero, Carlos Ariel",CHEM 140B,WI15,278,108,0.775,0.735,8.82,3.0,2.55
"Whitesell, James K.",CHEM 140B,WI15,267,92,0.8740000000000001,0.621,6.71,3.36,2.73
"Theodorakis, Emmanouil",CHEM 140B,WI15,306,145,0.7559999999999999,0.8809999999999999,7.61,2.72,3.0
"Weizman, Haim",CHEM 140BH,WI15,42,21,1.0,0.9520000000000001,7.55,3.76,3.74
"Godula, Kamil",CHEM 140C,WI15,118,48,0.83,0.872,6.72,3.11,2.75
"Ternansky, Robert J.",CHEM 143A,WI15,306,131,0.877,0.877,6.5,3.17,3.08
"Albizati, Kim F.",CHEM 143A,WI15,106,40,0.895,0.9470000000000001,7.74,3.24,3.11
"Ternansky, Robert J.",CHEM 143B,WI15,88,42,0.95,0.9,6.5,3.28,3.37
"Theodorakis, Emmanouil",CHEM 151,WI15,48,18,0.882,0.294,3.56,3.29,3.7
"Weizman, Haim",CHEM 151,WI15,49,18,0.882,1.0,3.56,3.29,3.7
"Devaraj, Neal Krishna",CHEM 168,WI15,22,5,1.0,1.0,3.7,3.6,3.4
"Pomeroy, Robert S.",CHEM 172,WI15,32,12,0.818,0.909,8.68,3.18,2.93
"Bussey, Thomas J",CHEM 6A,WI15,262,148,0.9,0.9209999999999999,6.49,3.15,2.7
"Hoeger, Carl",CHEM 6A,WI15,101,43,0.927,0.951,7.01,2.78,2.56
"Johnson, Christina A",CHEM 6A,WI15,284,128,0.902,0.951,6.65,2.82,2.69
"Trogler, William C",CHEM 6B,WI15,352,181,0.9109999999999999,0.757,5.9,3.3,2.98
"Kummel, Andrew C",CHEM 6B,WI15,388,211,0.9129999999999999,0.835,6.81,3.09,2.75
"Muller, Ulrich K.",CHEM 6B,WI15,372,196,0.9109999999999999,0.861,5.05,3.42,2.87
"Leigh, Brian",CHEM 6B,WI15,356,175,0.9129999999999999,0.953,6.28,3.2,2.77
"Hoeger, Carl",CHEM 6B,WI15,399,201,0.9059999999999999,0.833,7.54,3.05,2.84
"Paesani, Francesco",CHEM 6BH,WI15,97,61,0.8420000000000001,0.93,7.21,3.22,3.28
"Ghosh, Partho",CHEM 6C,WI15,305,126,0.8320000000000001,0.857,6.48,2.94,2.63
"Berniolles, Sandrine",CHEM 7L,WI15,260,96,0.924,0.826,6.1,3.29,3.02
"Berniolles, Sandrine",CHEM 7L,WI15,267,103,0.863,0.8420000000000001,5.87,3.34,3.02
"Brydges, Stacey",CHEM 7LM,WI15,87,47,0.83,0.894,8.5,3.11,3.31
"Pomeroy, Robert S.",CHEM 100A,FA14,88,36,0.848,0.879,8.94,3.19,2.8
"Xiong, Wei",CHEM 105A,FA14,37,18,0.875,0.688,8.0,3.5,3.01
"Ghosh, Gourisankar",CHEM 108,FA14,78,29,1.0,0.88,5.54,3.72,3.5
"Dibrov, Sergey M",CHEM 11,FA14,266,133,0.696,0.643,4.68,3.24,3.14
"Jennings, Patricia A.",CHEM 114A,FA14,245,91,0.767,0.302,6.23,3.31,3.26
"Ghosh, Gourisankar",CHEM 114D,FA14,33,12,1.0,1.0,9.17,3.82,3.64
"Tauber, Michael",CHEM 127,FA14,149,60,0.778,0.759,8.58,3.15,2.71
"Sinha, Amitabha",CHEM 130,FA14,79,42,0.6,0.8,8.24,2.92,2.58
"Oconnor, Joseph M.",CHEM 140A,FA14,362,162,0.7709999999999999,0.807,10.08,3.06,2.81
"Yang, Jerry",CHEM 140A,FA14,264,102,0.84,0.638,7.98,2.98,2.62
"Ternansky, Robert J.",CHEM 140A,FA14,214,114,0.862,0.899,10.01,2.92,2.74
"Reyes-Rodriguez, Gabriel J",CHEM 140A,FA14,352,190,0.882,0.9109999999999999,8.28,3.07,2.71
"Albizati, Kim F.",CHEM 140B,FA14,311,105,0.856,0.9890000000000001,7.56,3.03,2.57
"Hermann, Thomas",CHEM 140C,FA14,275,169,0.86,0.917,7.32,3.11,2.76
"Albizati, Kim F.",CHEM 143A,FA14,335,133,0.87,0.983,7.45,3.29,2.99
"Albizati, Kim F.",CHEM 143A,FA14,117,30,0.893,1.0,6.35,3.37,2.99
"Ternansky, Robert J.",CHEM 143C,FA14,73,30,0.9229999999999999,1.0,8.35,3.35,3.29
"Guerrero, Carlos Ariel",CHEM 152,FA14,26,6,0.833,0.833,8.17,3.0,3.15
"Tor, Yitzhak",CHEM 154,FA14,49,18,1.0,1.0,7.61,3.39,3.34
"Collins, Douglas Bradford",CHEM 171,FA14,64,28,0.9620000000000001,0.885,7.14,3.08,2.69
"Hoeger, Carl",CHEM 4,FA14,304,168,0.889,0.917,6.12,2.78,2.76
"Hoeger, Carl",CHEM 6A,FA14,404,254,0.9490000000000001,0.899,7.2,3.1,2.96
"Crowell, John E",CHEM 6A,FA14,407,220,0.83,0.521,6.83,3.14,2.95
"Bussey, Thomas J",CHEM 6A,FA14,419,266,0.953,0.9570000000000001,6.12,3.35,3.24
"Johnson, Christina A",CHEM 6A,FA14,413,226,0.907,0.9590000000000001,7.72,3.14,3.07
"Zimmermann, Joerg",CHEM 6A,FA14,319,204,0.875,0.648,6.29,3.16,2.94
"Hamaoka, Brent Y",CHEM 6A,FA14,316,204,0.941,0.888,5.57,3.51,3.11
"Crowell, John E",CHEM 6A,FA14,349,190,0.86,0.446,6.68,3.14,2.95
"Kim, Judy E.",CHEM 6AH,FA14,179,116,0.6940000000000001,0.857,8.17,3.3,3.16
"Hamaoka, Brent Y",CHEM 6B,FA14,310,127,0.922,0.8,7.04,3.04,2.62
"Johnson, Christina A",CHEM 6C,FA14,415,169,0.8340000000000001,0.945,8.15,2.85,2.68
"Berniolles, Sandrine",CHEM 7L,FA14,269,101,0.862,0.862,6.13,3.4,3.01
"Berniolles, Sandrine",CHEM 7L,FA14,262,91,0.7709999999999999,0.831,6.94,3.43,3.01
"Martz, Todd R.",CHEM 100A,SP14,73,32,0.7140000000000001,0.7859999999999999,7.14,3.5,3.31
"Pomeroy, Robert S.",CHEM 100B,SP14,22,9,0.875,1.0,6.25,2.88,2.77
"Pomeroy, Robert S.",CHEM 100BL,SP14,22,7,0.7140000000000001,1.0,10.21,2.86,2.97
"Kim, Judy E.",CHEM 105A,SP14,38,12,0.667,1.0,7.17,3.33,2.92
"Crowell, John E",CHEM 105A,SP14,43,13,0.833,0.583,6.86,3.36,2.89
"Huang, Xuemei",CHEM 108,SP14,59,23,0.9,0.95,11.3,3.5,3.37
"Brydges, Stacey",CHEM 11,SP14,184,92,0.897,0.9890000000000001,4.38,3.26,3.3
"Komives, Elizabeth A",CHEM 113,SP14,24,12,1.0,1.0,5.83,3.67,3.88
"Walker, Ross Charles",CHEM 113,SP14,24,10,1.0,1.0,5.83,3.6,3.88
"Wollman, Roy",CHEM 114B,SP14,52,26,0.955,0.909,7.59,3.45,3.22
"Joseph, Simpson",CHEM 114C,SP14,204,59,0.768,0.768,8.03,3.24,2.65
"Tezcan, Faik",CHEM 120A,SP14,111,39,0.703,0.784,6.68,3.03,2.26
"Opella, Stanley J",CHEM 13,SP14,63,20,0.75,0.75,4.4,3.25,2.81
"Galperin, Michael",CHEM 133,SP14,81,31,0.5479999999999999,0.742,11.63,2.6,2.49
"Whitesell, James K.",CHEM 140A,SP14,245,69,0.7809999999999999,0.516,6.56,3.11,2.54
"Theodorakis, Emmanouil",CHEM 140B,SP14,371,106,0.816,0.9490000000000001,7.59,2.99,2.65
"Whitesell, James K.",CHEM 140B,SP14,389,103,0.768,0.484,6.52,3.11,2.65
"Hoeger, Carl",CHEM 140C,SP14,299,96,0.8370000000000001,0.848,9.65,3.14,3.04
"Ternansky, Robert J.",CHEM 140C,SP14,120,64,0.953,0.938,10.23,3.04,2.69
"Tor, Yitzhak",CHEM 140CH,SP14,62,26,0.9229999999999999,1.0,7.88,3.48,3.65
"Weizman, Haim",CHEM 143A,SP14,335,115,0.922,0.8540000000000001,6.32,3.28,2.97
"Ternansky, Robert J.",CHEM 143B,SP14,108,40,0.861,0.861,8.16,3.0,3.25
"Perrin, Charles L.",CHEM 146,SP14,22,8,0.75,0.875,3.25,2.88,3.42
"Burkart, Michael D",CHEM 157,SP14,70,21,0.857,0.9520000000000001,5.74,3.29,2.97
"Baker, Timothy Stanley",CHEM 164,SP14,33,12,0.833,0.917,6.33,3.27,3.1
"AMARO, ROMMIE",CHEM 167,SP14,67,48,0.9129999999999999,0.87,5.26,3.3,3.47
"Dickson, Andrew Gilmore",CHEM 174,SP14,32,7,1.0,0.857,5.64,3.57,2.87
"Johnson, Christina A",CHEM 6A,SP14,261,85,0.9259999999999999,0.951,7.46,2.82,2.66
"Crowell, John E",CHEM 6B,SP14,372,140,0.721,0.544,7.31,2.91,2.58
